Code,Description,CompCode,CompDescr,Code,Description
SEC_ENTY,Entry/Exit Signs,EQ382,Entry/Exit Lighting Columns,PR6184,Lighting column damaged
SEC_ENTY,Entry/Exit Signs,EQ383,Entry/Exit Signs,PR6305,Fascia panels damaged
SEC_GRAD,ID Tags,EQ384,Dispenser Signs - Grade / Product,PR6358,Dispenser grade / product labels or signs damaged or missing
SEC_GRAD,ID Tags,EQ385,Pipework Filler Cap Product Label,PR6359,Tanker delivery position: grade / product labels or signs damaged or missing
SEC_GRAD,ID Tags,EQ386,Tank Signs - Grade / Product,PR6359,Tanker delivery position: grade / product labels or signs damaged or missing
SEC_INFO,Infor./Facility Sign,EQ387,Information / Facility Sign,PR6360,Bathroom signage missing or damaged
SEC_INFO,Infor./Facility Sign,EQ387,Information / Facility Sign,PR6361,Information sign damaged or missing
SEC_INFO,Infor./Facility Sign,EQ387,Information / Facility Sign,PR6479,Location address/phone identifier sign missing or damaged
SEC_LBOX,Spreader Boxes,EQ388,Spreader Boxes,PR6362,Dispenser mounted spreaderbox fascia damaged
SEC_LEAD,Leader Boards,EQ389,Leader Boards,PR6363,Dispenser island leaderboard fascia damaged or missing
SEC_MISC,Miscellaneous Signs,EQ390,Advertising Monitors (Video / CD / DVD display units),PR6365,Shop advertising monitor / screen faulty or damaged
SEC_MISC,Miscellaneous Signs,EQ392,Flag,PR6367,Shell flag damaged or missing
SEC_MISC,Miscellaneous Signs,EQ393,Flag Pole,PR6368,Shell flag-pole damaged
SEC_MISC,Miscellaneous Signs,EQ394,Miscellaneous Signs,PR6370,Shop product dispay / advertising unit damaged or missing
SEC_MISC,Miscellaneous Signs,EQ448,Canopy Height Sign,PR6476,Canopy height sign missing or damaged
SEC_MISC,Miscellaneous Signs,EQ394,Miscellaneous Signs,PR6477,Emergency fuel stop signage missing or damaged
SEC_MISC,Miscellaneous Signs,EQ394,Miscellaneous Signs,PR6478,Handicap parking signs missing or damaged
SEC_NAME,Name Signs,EQ396,Site Name Signs,PR6372,Site name sign fascia damaged
SEC_NOTE,Safety/Warning Stickers,EQ398,Safety/Warning Stickers,PR6374,Safety / warning labels or signs damaged or missing
SEC_NOTE,Safety/Warning Stickers,EQ398,Safety/Warning Stickers,PR6375,Tank vent stack safety / warning labels damaged or missing
SEC_NOTE,Safety/Warning Stickers,EQ398,Safety/Warning Stickers,PR6376,Tanker delivery position: safety / warning labels or signs damaged or missing
SEC_NOTE,Safety/Warning Stickers,EQ398,Safety/Warning Stickers,PR6482,HSSE safety and state regulatory decals missing or damaged
SEC_NOZZ,Dispenser Signs - Nozzles,EQ399,Dispenser Signs - Nozzles,PR6358,Dispenser grade / product labels or signs damaged or missing
SEC_POST,Poster Frames,EQ400,Poster Frames,PR6377,Poster sign (static display) frame or mounting damaged
SEC_POST,Poster Frames,EQ401,Rotating Poster Display,PR6378,Poster sign (rotating display) frame or mounting damaged
SEC_SERV,Service Unit/Waste Bin,EQ406,Waste Bin,PR6221,Dispenser waste bin damaged
SEC_SERV,Service Unit/Waste Bin,EQ403,Glove Dispenser,PR6380,Dispenser island glove dispenser damaged or missing
SEC_SERV,Service Unit/Waste Bin,EQ404,Paper Towel Dispenser,PR6381,Dispenser island paper towel dispenser damaged or missing
SEC_SERV,Service Unit/Waste Bin,EQ405,Service Unit,PR6382,Dispenser island customer service unit damaged
SEC_SERV,Service Unit/Waste Bin,EQ405,Service Unit,PR6383,Dispenser island merchandising cabinet damaged
SEC_SERV,Service Unit/Waste Bin,EQ406,Waste Bin,PR6384,Dispenser island waste bins damaged or missing
VLT_CIRC,Water Reticulation System,EQ412,Water Recycling/Reclaim  Units,PR6391,Water recycling / re-circulation system faulty
VLT_CIRC,Water Reticulation System,EQ412,Water Recycling/Reclaim  Units,PR6466,Water pumps or drive motors faulty or damaged
WRK_COMP,Compressors,EQ424,Workshop Compressors,PR6423,Main site compressor: no / low pressure
WRK_COMP,Compressors,EQ424,Workshop Compressors,PR6424,Main site compressor: totally inoperative
WRK_COMP,Compressors,EQ424,Workshop Compressors,PR6427,Tire inflator display / gauges / hose faulty or damaged
WRK_COMP,Compressors,EQ424,Workshop Compressors,PR8000,Main site compressor : high pressure switch faulty
WRK_LIFT,Hoists,EQ429,Hydraulic Lifts,PR6432,Car lift / hoist faulty or damaged
WRK_LIFT,Hoists,EQ429,Hydraulic Lifts,PR6433,Car lift / hoist oil leakage
